'hood.n.01	'hood
sensory_system.n.02	sensory system
sensual.s.02	sensual
sensualist.n.01	sensualist
sensuality.n.01	sensuality
sensualize.v.02	sensualize
sensualize.v.03	sensualize
sentence.n.01	sentence
sentence.v.01	sentence
sentience.n.03	sentience
sentient.a.01	sentient
sentimentalise.v.03	sentimentalise
sentimentalism.n.01	sentimentalism
sentimentalism.n.02	sentimentalism
sentimentalist.n.01	sentimentalist
sentimentalization.n.01	sentimentalization
sentimentalize.v.01	sentimentalize
separate.a.01	separate
separate.v.01	separate
separate.v.02	separate
separate.v.05	separate
separate.v.07	separate
separate.v.08	separate
separate.v.09	separate
separate.v.12	separate
separation.n.01	separation
separation.n.02	separation
separation.n.04	separation
separation.n.05	separation
separation.n.09	separation
separatist.n.01	separatist
sepia.n.03	sepia
sepiidae.n.01	sepiidae
sepsis.n.01	sepsis
septation.n.01	septation
september.n.01	september
september_elm.n.01	september elm
septet.n.05	septet
septillion.n.01	septillion
septobasidiaceae.n.01	septobasidiaceae
septobasidium.n.01	septobasidium
septum.n.01	septum
sequel.n.01	sequel
sequence.n.01	sequence
sequence.n.02	sequence
sequence.n.03	sequence
sequence.v.01	sequence
sequence.v.02	sequence
sequester.v.01	sequester
sequester.v.05	sequester
sequestration.n.04	sequestration
sequin.n.01	sequin
sequoia.n.01	sequoia
sequoiadendron.n.01	sequoiadendron
serbia.n.01	serbia
serbia_and_montenegro.n.01	serbia and montenegro
serenade.n.02	serenade
serenade.v.01	serenade
serengeti.n.01	serengeti
serenoa.n.01	serenoa
serf.n.01	serf
serfdom.n.01	serfdom
sergeant.n.01	sergeant
sergeant_at_arms.n.01	sergeant at arms
serial.a.03	serial
serial.n.01	serial
serialism.n.01	serialism
sericocarpus.n.01	sericocarpus
sericulture.n.01	sericulture
series.n.01	series
series.n.03	series
series.n.04	series
series.n.07	series
serinus.n.01	serinus
seriola.n.01	seriola
serious.a.01	serious
seriousness.n.03	seriousness
seriphidium.n.01	seriphidium
seriphus.n.01	seriphus
sermon.n.01	sermon
sermon.n.02	sermon
sermonize.v.01	sermonize
serous_membrane.n.01	serous membrane
serpentes.n.01	serpentes
serranid_fish.n.01	serranid fish
serranidae.n.01	serranidae
serranus.n.01	serranus
serrasalmus.n.01	serrasalmus
serrate.v.01	serrate
serratula.n.01	serratula
serratus.n.01	serratus
sertraline.n.01	sertraline
serum.n.01	serum
servant.n.01	servant
serve.n.01	serve
serve.v.01	serve
serve.v.02	serve
serve.v.03	serve
serve.v.05	serve
serve.v.06	serve
serve.v.07	serve
serve.v.08	serve
serve.v.10	serve
serve.v.11	serve
serve.v.14	serve
serve.v.15	serve
server.n.03	server
service.n.02	service
service.n.03	service
service.n.04	service
service.n.09	service
service.n.11	service
service.v.01	service
service_club.n.01	service club
service_door.n.01	service door
service_station.n.01	service station
service_tree.n.01	service tree
serviceability.n.01	serviceability
serviceable.a.01	serviceable
serviceman.n.01	serviceman
servicing.n.01	servicing
servile.a.01	servile
serving_cart.n.01	serving cart
servitor.n.01	servitor
servitude.n.01	servitude
sesame.n.01	sesame
sesame_seed.n.01	sesame seed
sesamoid_bone.n.01	sesamoid bone
sesamum.n.01	sesamum
seseli.n.01	seseli
session.n.01	session
set.n.01	set
set.n.02	set
set.n.03	set
set.n.05	set
set.n.07	set
set.n.12	set
set.n.13	set
set.v.04	set
set.v.05	set
set.v.08	set
set.v.09	set
set.v.10	set
set.v.16	set
set_ablaze.v.01	set ablaze
set_about.v.01	set about
set_back.v.02	set back
set_back.v.03	set back
set_down.v.03	set down
set_down.v.04	set down
set_forth.v.01	set forth
set_up.v.04	set up
set_up.v.06	set up
setaria.n.01	setaria
sete_quedas.n.01	sete quedas
setter.n.02	setter
setting.n.01	setting
setting.n.02	setting
setting.n.05	setting
settle.v.01	settle
settle.v.03	settle
settle.v.04	settle
settle.v.07	settle
settle.v.13	settle
settle.v.14	settle
settle.v.21	settle
settlement.n.03	settlement
settlement.n.06	settlement
settler.n.01	settler
settler.n.02	settler
settler.n.03	settler
settling.n.01	settling
settlor.n.01	settlor
setubal.n.01	setubal
setup.n.02	setup
seven.n.01	seven
seven_hills_of_rome.n.01	seven hills of rome
seven_wonders_of_the_ancient_world.n.01	seven wonders of the ancient world
seven_years'_war.n.01	seven years' war
seventeen-year_locust.n.01	seventeen-year locust
seventies.n.02	seventies
seventy-eight.n.02	seventy-eight
sever.v.01	sever
severalize.v.01	severalize
severance.n.02	severance
severe_combined_immunodeficiency.n.01	severe combined immunodeficiency
severity.n.04	severity
severn.n.02	severn
sevilla.n.01	sevilla
sew.v.01	sew
sew.v.02	sew
sewage.n.01	sewage
sewage_system.n.01	sewage system
sewer.n.01	sewer
sewer.n.02	sewer
sewing.n.01	sewing
sewing.n.02	sewing
sewing_stitch.n.01	sewing stitch
sex-change_operation.n.01	sex-change operation
sex-linked_disorder.n.01	sex-linked disorder
sex.n.03	sex
sex.n.04	sex
sex.v.02	sex
sex_characteristic.n.01	sex characteristic
sex_chromosome.n.01	sex chromosome
sex_kitten.n.01	sex kitten
sex_object.n.01	sex object
sex_symbol.n.01	sex symbol
sexism.n.01	sexism
sextet.n.01	sextet
sextillion.n.01	sextillion
sexual.a.02	sexual
sexual_activity.n.01	sexual activity
sexual_arousal.n.01	sexual arousal
sexual_assault.n.01	sexual assault
sexual_conquest.n.01	sexual conquest
sexual_desire.n.01	sexual desire
sexual_intercourse.n.01	sexual intercourse
sexual_love.n.02	sexual love
sexual_pleasure.n.01	sexual pleasure
sexual_relationship.n.01	sexual relationship
sexy.a.01	sexy
seychelles.n.01	seychelles
seychellois.n.01	seychellois
sfax.n.01	sfax
sha'ban.n.01	sha'ban
shackle.n.01	shackle
shad.n.02	shad
shade.n.01	shade
shade.n.02	shade
shade.n.03	shade
shade.v.02	shade
shading.n.01	shading
shadow.n.01	shadow
shadow.v.01	shadow
shadow.v.02	shadow
shadow.v.03	shadow
shadow_cabinet.n.01	shadow cabinet
shadowboxing.n.01	shadowboxing
shadowing.n.01	shadowing
shaft.n.08	shaft
shaft.n.09	shaft
shaft.n.10	shaft
shaft.v.01	shaft
shag_rug.n.01	shag rug
shagbark.n.01	shagbark
shaggymane.n.01	shaggymane
shah.n.01	shah
shaitan.n.01	shaitan
shake.v.01	shake
shake.v.02	shake
shake.v.07	shake
shake.v.09	shake
shake_hands.v.01	shake hands
shakedown.n.02	shakedown
shakedown.n.03	shakedown
shaker.n.01	shaker
shaker.n.03	shaker
shakespeare.n.01	shakespeare
shakespearian.a.01	shakespearian
shaking.n.02	shaking
shaktism.n.01	shaktism
shaktist.n.01	shaktist
shallot.n.01	shallot
shallot.n.02	shallot
shallot.n.03	shallot
shallow.v.01	shallow
shaman.n.01	shaman
shamanism.n.01	shamanism
shamanism.n.02	shamanism
shamanize.v.01	shamanize
shamble.n.01	shamble
shame.n.01	shame
shame.n.02	shame
shame.v.02	shame
shame.v.03	shame
shame.v.04	shame
shanghai.n.01	shanghai
shanghai.v.01	shanghai
shanghaier.n.01	shanghaier
shank.n.03	shank
shannon.n.01	shannon
shape.n.01	shape
shape.n.02	shape
shape.n.04	shape
shape.v.02	shape
shape.v.03	shape
shapely.a.01	shapely
shaper.n.02	shaper
shaping.n.01	shaping
shard.n.01	shard
share.n.01	share
share.v.02	share
share.v.04	share
shareware.n.01	shareware
shariah.n.01	shariah
sharing.n.04	sharing
shark.n.01	shark
shark.n.02	shark
shark_repellent.n.01	shark repellent
sharksucker.n.01	sharksucker
sharpen.v.01	sharpen
sharpen.v.07	sharpen
sharpen.v.08	sharpen
sharpened.s.01	sharpened
sharpener.n.01	sharpener
sharpness.n.05	sharpness
sharpshoot.v.01	sharpshoot
shasta.n.02	shasta
shasta_daisy.n.01	shasta daisy
shave.v.01	shave
shave.v.02	shave
shave.v.03	shave
shave.v.06	shave
shavian.n.01	shavian
shaving_cream.n.01	shaving cream
shavous.n.01	shavous
shaw.n.03	shaw
shaw.n.04	shaw
shawl.n.01	shawl
shawnee_cake.n.01	shawnee cake
shawwal.n.01	shawwal
shear.v.01	shear
shearer.n.02	shearer
shearing.n.01	shearing
shears.n.01	shears
sheath.n.01	sheath
sheath.n.02	sheath
sheathing.n.01	sheathing
shed.n.01	shed
shed.v.01	shed
shed.v.04	shed
shed_blood.v.02	shed blood
shedder.n.01	shedder
shedding.n.01	shedding
sheep-tick.n.02	sheep-tick
sheep.n.01	sheep
sheep_frog.n.01	sheep frog
sheep_ked.n.01	sheep ked
sheep_plant.n.01	sheep plant
sheepherder.n.01	sheepherder
sheepwalk.n.01	sheepwalk
sheer.v.02	sheer
sheet.n.02	sheet
sheet.n.06	sheet
sheet.n.07	sheet
sheet_metal.n.01	sheet metal
sheet_music.n.01	sheet music
sheet_pile.n.01	sheet pile
shegetz.n.01	shegetz
sheik.n.01	sheik
sheikdom.n.01	sheikdom
shelf.n.01	shelf
shell.n.01	shell
shell.n.02	shell
shell.n.04	shell
shell.n.05	shell
shell.n.08	shell
shell.n.10	shell
shell.v.07	shell
shell_bean.n.01	shell bean
shell_bean.n.02	shell bean
shellac.n.02	shellac
shellac.v.01	shellac
shellfish.n.01	shellfish
shellflower.n.01	shellflower
shellflower.n.02	shellflower
shelter.n.01	shelter
shelter.n.02	shelter
shelter.v.01	shelter
shelve.v.02	shelve
shelver.n.01	shelver
shenandoah_valley.n.01	shenandoah valley
shenyang.n.01	shenyang
shepherd's_purse.n.01	shepherd's purse
shepherd_dog.n.01	shepherd dog
sherpa.n.01	sherpa
shetland.n.01	shetland
shiah.n.01	shiah
shield.n.01	shield
shield.n.02	shield
shield.v.01	shield
shield_fern.n.01	shield fern
shift.n.01	shift
shift.n.03	shift
shift.n.05	shift
shift.n.07	shift
shift.v.02	shift
shift.v.05	shift
shift.v.07	shift
shift.v.12	shift
shigella.n.01	shigella
shiism.n.01	shiism
shiitake.n.01	shiitake
shiite.n.01	shiite
shiksa.n.01	shiksa
shiloh.n.01	shiloh
shimchath_torah.n.01	shimchath torah
shimmer.n.01	shimmer
shimmer.v.02	shimmer
shimmy.v.02	shimmy
shin.n.03	shin
shin_bet.n.01	shin bet
shine.v.02	shine
shine.v.07	shine
shiner.n.04	shiner
shininess.n.01	shininess
shining.n.01	shining
shining_path.n.01	shining path
shinto.n.01	shinto
shinto.n.02	shinto
ship's_papers.n.01	ship's papers
ship.n.01	ship
ship.v.05	ship
shipboard_system.n.01	shipboard system
shipbuilder.n.03	shipbuilder
shipbuilding.n.01	shipbuilding
shipper.n.01	shipper
shipping_room.n.01	shipping room
shipworm.n.01	shipworm
shipwreck.n.03	shipwreck
shipyard.n.01	shipyard
shiraz.n.01	shiraz
shire.n.01	shire
shirking.n.01	shirking
shirodkar's_operation.n.01	shirodkar's operation
shirt.n.01	shirt
shirt.v.01	shirt
shit.n.04	shit
shivaism.n.01	shivaism
shivaist.n.01	shivaist
shivaree.n.01	shivaree
shiver.v.02	shiver
shmegegge.n.01	shmegegge
shmooze.v.01	shmooze
shoal.n.02	shoal
shock.n.02	shock
shock.n.04	shock
shock.n.06	shock
shock.n.07	shock
shock.v.01	shock
shock.v.02	shock
shock.v.03	shock
shock.v.06	shock
shock_absorber.n.01	shock absorber
shock_therapy.n.01	shock therapy
shocker.n.01	shocker
shoe.n.01	shoe
shoe.v.01	shoe
shoebill.n.01	shoebill
shoelace.n.01	shoelace
shoestring_catch.n.01	shoestring catch
shoji.n.01	shoji
shoo_off.v.01	shoo off
shoot-'em-up.n.01	shoot-'em-up
shoot.n.01	shoot
shoot.n.02	shoot
shoot.v.01	shoot
shoot.v.02	shoot
shoot.v.08	shoot
shoot.v.16	shoot
shoot.v.19	shoot
shooting.n.01	shooting
shooting.n.02	shooting
shooting_brake.n.01	shooting brake
shop.n.01	shop
shop.v.01	shop
shop.v.03	shop
shop_boy.n.01	shop boy
shop_floor.n.01	shop floor
shop_girl.n.01	shop girl
shopfront.n.01	shopfront
shopkeeper.n.01	shopkeeper
shoplift.v.01	shoplift
shoplifting.n.01	shoplifting
shopper.n.01	shopper
shopper.n.02	shopper
shopping.n.01	shopping
shore.n.01	shore
shore.n.02	shore
shore_patrol.n.01	shore patrol
shore_pine.n.01	shore pine
shorea.n.01	shorea
shorebird.n.01	shorebird
shoring.n.02	shoring
short-change.v.01	short-change
short-circuit.v.01	short-circuit
short-horned_grasshopper.n.01	short-horned grasshopper
short.a.03	short
short.n.01	short
short_circuit.n.01	short circuit
short_pants.n.01	short pants
short_subject.n.01	short subject
short_ton.n.01	short ton
shorten.v.01	shorten
shorten.v.03	shorten
shortener.n.01	shortener
shortening.n.02	shortening
shorthand.n.01	shorthand
shortlist.v.01	shortlist
shortness.n.02	shortness
shortness_of_breath.n.01	shortness of breath
shoshone.n.01	shoshone
shoshonean.n.01	shoshonean
shot.n.02	shot
shot.n.05	shot
shot.n.09	shot
shot.n.15	shot
shot.n.16	shot
shotgun.n.01	shotgun
shoulder.n.01	shoulder
shoulder.n.03	shoulder
shoulder.v.01	shoulder
shoulder_flash.n.01	shoulder flash
shout.v.01	shout
shout.v.02	shout
shout_down.v.01	shout down
shove.n.01	shove
shovel.n.01	shovel
shovel.v.01	shovel
shovel_board.n.01	shovel board
shoveler.n.02	shoveler
show-stopper.n.01	show-stopper
show.n.01	show
show.n.03	show
show.v.01	show
show.v.04	show
show.v.10	show
show_bill.n.01	show bill
show_the_door.v.01	show the door
shower.n.03	shower
shower.v.04	shower
shower_curtain.n.01	shower curtain
shower_stall.n.01	shower stall
showman.n.01	showman
showman.n.02	showman
showroom.n.01	showroom
shred.n.01	shred
shred.v.01	shred
shreveport.n.01	shreveport
shrew.n.02	shrew
shrew_mole.n.01	shrew mole
shrewdness.n.01	shrewdness
shriek.v.01	shriek
shrike.n.01	shrike
shrillness.n.02	shrillness
shrimp.n.03	shrimp
shrimpfish.n.01	shrimpfish
shrine.n.01	shrine
shrink-wrapped_software.n.01	shrink-wrapped software
shrink.v.03	shrink
shrink.v.04	shrink
shrink.v.05	shrink
shrink_back.v.01	shrink back
shrinking.n.01	shrinking
shrinking.n.02	shrinking
shrive.v.01	shrive
shrivel.v.01	shrivel
shroud.v.01	shroud
shroud.v.02	shroud
shroud.v.03	shroud
shrovetide.n.01	shrovetide
shrub.n.01	shrub
shrubby_penstemon.n.01	shrubby penstemon
shrublet.n.01	shrublet
shrug_off.v.01	shrug off
shtik.n.01	shtik
shtik.n.02	shtik
shtik.n.03	shtik
shtik.n.04	shtik
shtikl.n.01	shtikl
shuck.v.02	shuck
shudder.v.02	shudder
shudra.n.01	shudra
shuffle.n.01	shuffle
shuffle.v.01	shuffle
shuffle.v.03	shuffle
shuffler.n.02	shuffler
shufti.n.01	shufti
shun.v.01	shun
shunt.n.02	shunt
shush.v.01	shush
shut_off.v.01	shut off
shut_off.v.03	shut off
shutter.n.01	shutter
shutter.n.02	shutter
shutting.n.01	shutting
shyness.n.01	shyness
sialidae.n.01	sialidae
sialis.n.01	sialis
siamese_cat.n.01	siamese cat
siberia.n.01	siberia
siberian_crab.n.01	siberian crab
siberian_elm.n.01	siberian elm
sibilant.n.01	sibilant
sibilate.v.01	sibilate
sibilate.v.02	sibilate
sibilation.n.02	sibilation
sibling.n.01	sibling
sibyl.n.02	sibyl
sicily.n.01	sicily
sicily.n.02	sicily
sick.n.01	sick
sick_benefit.n.01	sick benefit
sick_call.n.01	sick call
sick_person.n.01	sick person
sicken.v.02	sicken
sicken.v.03	sicken
sickle-cell_anemia.n.01	sickle-cell anemia
sickle_alfalfa.n.01	sickle alfalfa
sida.n.01	sida
sidalcea.n.01	sidalcea
side-blotched_lizard.n.01	side-blotched lizard
side.n.01	side
side.n.02	side
side.n.03	side
side.n.04	side
side.n.05	side
side.n.08	side
side_dish.n.01	side dish
side_effect.n.02	side effect
side_view.n.01	side view
sideline.n.02	sideline
sideritis.n.01	sideritis
sidesman.n.01	sidesman
sidestep.n.01	sidestep
sidetrack.v.01	sidetrack
sidewalk.n.01	sidewalk
sidewinder.n.01	sidewinder
siding.n.01	siding
siege.n.01	siege
siegfried_line.n.01	siegfried line
sierra.n.01	sierra
sierra_leone.n.01	sierra leone
sierra_madre_occidental.n.01	sierra madre occidental
sierra_madre_oriental.n.01	sierra madre oriental
sierra_nevada.n.01	sierra nevada
sierra_nevada.n.02	sierra nevada
siesta.n.01	siesta
sieva_bean.n.01	sieva bean
sieva_bean.n.02	sieva bean
sieve.n.01	sieve
sieve.v.02	sieve
sieve_out.v.01	sieve out
sift.v.02	sift
sigeh.n.01	sigeh
sigh.n.01	sigh
sigh.v.01	sigh
sigh.v.02	sigh
sight.n.03	sight
sight.n.05	sight
sight_gag.n.01	sight gag
sighting.n.01	sighting
sightread.v.01	sightread
sights.n.01	sights
sightsee.v.01	sightsee
sightseeing.n.01	sightseeing
sightseer.n.01	sightseer
sigmodon.n.01	sigmodon
sign.n.01	sign
sign.n.02	sign
sign.n.06	sign
sign.n.09	sign
sign.n.11	sign
sign.v.01	sign
sign.v.02	sign
sign.v.03	sign
sign.v.04	sign
sign.v.05	sign
sign.v.06	sign
sign_away.v.01	sign away
sign_language.n.01	sign language
sign_of_the_zodiac.n.01	sign of the zodiac
sign_off.v.01	sign off
signal.n.01	signal
signal_box.n.01	signal box
signaler.n.01	signaler
signalization.n.01	signalization
signalize.v.01	signalize
signalize.v.03	signalize
signalize.v.04	signalize
signalman.n.01	signalman
signals_intelligence.n.01	signals intelligence
signature.n.01	signature
signature.n.03	signature
signboard.n.01	signboard
signer.n.01	signer
signer.n.02	signer
significance.n.01	significance
significance.n.02	significance
significant.a.01	significant
signify.v.02	signify
sikhism.n.01	sikhism
sikkim.n.01	sikkim
sildenafil.n.01	sildenafil
silence.n.01	silence
silence.n.02	silence
silence.v.02	silence
silencer.n.01	silencer
silencer.n.02	silencer
silene.n.01	silene
silent_movie.n.01	silent movie
silesia.n.01	silesia
silica.n.01	silica
silicon.n.01	silicon
silicon_valley.n.01	silicon valley
silicone.n.01	silicone
silk.n.01	silk
silk_gland.n.01	silk gland
silk_oak.n.01	silk oak
silkworm.n.01	silkworm
silkworm.n.02	silkworm
silky_anteater.n.01	silky anteater
sillaginidae.n.01	sillaginidae
silly.n.01	silly
silo.n.02	silo
silphium.n.01	silphium
silt_up.v.01	silt up
silurid.n.01	silurid
siluridae.n.01	siluridae
siluriformes.n.01	siluriformes
silurus.n.01	silurus
silver-bell_tree.n.01	silver-bell tree
silver.n.01	silver
silver.v.01	silver
silver.v.02	silver
silver.v.03	silver
silver_ash.n.01	silver ash
silver_bell.n.01	silver bell
silver_birch.n.01	silver birch
silver_certificate.n.01	silver certificate
silver_fir.n.01	silver fir
silver_lace_vine.n.01	silver lace vine
silver_lime.n.01	silver lime
silver_perch.n.01	silver perch
silver_quandong.n.01	silver quandong
silver_sage.n.01	silver sage
silver_salmon.n.01	silver salmon
silver_star_medal.n.01	silver star medal
silver_tree_fern.n.01	silver tree fern
silver_willow.n.01	silver willow
silversides.n.01	silversides
silversmith.n.01	silversmith
silvery_spleenwort.n.02	silvery spleenwort
silvia.n.01	silvia
silybum.n.01	silybum
simarouba.n.01	simarouba
simaroubaceae.n.01	simaroubaceae
similarity.n.01	similarity
simmer.v.01	simmer
simnel.n.02	simnel
simon.n.01	simon
simon.n.02	simon
simon.n.04	simon
simoniz.n.01	simoniz
simonize.v.01	simonize
simple.a.01	simple
simple.a.06	simple
simple_eye.n.01	simple eye
simple_leaf.n.01	simple leaf
simple_phobia.n.01	simple phobia
simple_protein.n.01	simple protein
simpleton.n.01	simpleton
simplification.n.02	simplification
simplify.v.01	simplify
simpson.n.01	simpson
simpson.n.02	simpson
simulate.v.03	simulate
simulation.n.02	simulation
simuliidae.n.01	simuliidae
simulium.n.01	simulium
simultaneity.n.01	simultaneity
simvastatin.n.01	simvastatin
sin.n.02	sin
sin.n.05	sin
sin.v.01	sin
sinai.n.02	sinai
sinai.n.03	sinai
sinapis.n.01	sinapis
sinatra.n.01	sinatra
sincere.a.01	sincere
sincerity.n.02	sincerity
sinecure.n.02	sinecure
sing.v.01	sing
sing.v.02	sing
sing.v.03	sing
singalong.n.01	singalong
singapore.n.02	singapore
singapore.n.03	singapore
singaporean.n.01	singaporean
singe.v.01	singe
singer.n.01	singer
singer.n.02	singer
singing.n.01	singing
singing_voice.n.01	singing voice
single-reed_instrument.n.01	single-reed instrument
single.n.01	single
singleton.n.01	singleton
singsong.v.01	singsong
singularity.n.01	singularity
sinhalese.n.01	sinhalese
sink.n.01	sink
sink.n.02	sink
sink.v.01	sink
sink.v.02	sink
sink.v.03	sink
sink.v.04	sink
sinking.n.01	sinking
sinn_fein.n.01	sinn fein
sinner.n.01	sinner
sinningia.n.01	sinningia
sino-tibetan.n.01	sino-tibetan
sinter.v.01	sinter
sinus.n.02	sinus
siouan.n.02	siouan
sioux.n.01	sioux
sioux_city.n.01	sioux city
sioux_falls.n.01	sioux falls
sipah-e-sahaba.n.01	sipah-e-sahaba
siphon.n.01	siphon
siphon.v.01	siphon
siphon.v.02	siphon
siphonaptera.n.01	siphonaptera
siphonophora.n.01	siphonophora
siphonophore.n.01	siphonophore
sipuncula.n.01	sipuncula
sir.n.02	sir
sire.n.03	sire
sirenia.n.01	sirenia
sirenidae.n.01	sirenidae
sirius.n.01	sirius
sirloin.n.01	sirloin
sison.n.01	sison
sissoo.n.01	sissoo
sister.n.01	sister
sister.n.02	sister
sisterhood.n.01	sisterhood
sisterhood.n.03	sisterhood
sistine_chapel.n.01	sistine chapel
sistrurus.n.01	sistrurus
sisyphus.n.01	sisyphus
sisyridae.n.01	sisyridae
sisyrinchium.n.01	sisyrinchium
sit.v.01	sit
sit_back.v.01	sit back
sit_down.v.01	sit down
sit_out.v.02	sit out
site.n.01	site
site.n.02	site
sitka_willow.n.01	sitka willow
sitophylus.n.01	sitophylus
sitotroga.n.01	sitotroga
sitta.n.01	sitta
